norad_id,object_name,date,daily_median_altitude_km
25544,ISS (ZARYA),2018-08-20 00:00:00+00:00,405.4791409074155
25544,ISS (ZARYA),2018-08-21 00:00:00+00:00,405.46769997896035
25544,ISS (ZARYA),2018-08-22 00:00:00+00:00,405.4597457826085
25544,ISS (ZARYA),2018-08-23 00:00:00+00:00,405.4561252194526
25544,ISS (ZARYA),2018-08-24 00:00:00+00:00,405.452348954072
25544,ISS (ZARYA),2018-08-25 00:00:00+00:00,405.44942689931895
25544,ISS (ZARYA),2018-08-26 00:00:00+00:00,405.4437152229166
25544,ISS (ZARYA),2018-08-27 00:00:00+00:00,405.41907002284006
25544,ISS (ZARYA),2018-08-28 00:00:00+00:00,405.35212049358324
25544,ISS (ZARYA),2018-08-29 00:00:00+00:00,405.344964057992
25544,ISS (ZARYA),2018-08-30 00:00:00+00:00,405.33106450379364
25544,ISS (ZARYA),2018-08-31 00:00:00+00:00,405.31763939477514
25544,ISS (ZARYA),2018-09-01 00:00:00+00:00,405.3028785451588
25544,ISS (ZARYA),2018-09-02 00:00:00+00:00,405.29363850370373
25544,ISS (ZARYA),2018-09-03 00:00:00+00:00,405.28293755643426
25544,ISS (ZARYA),2018-09-04 00:00:00+00:00,405.2690659670561
25544,ISS (ZARYA),2018-09-05 00:00:00+00:00,405.2564880345317
25544,ISS (ZARYA),2018-09-06 00:00:00+00:00,405.5546694179179
25544,ISS (ZARYA),2018-09-07 00:00:00+00:00,405.5524617852643
25544,ISS (ZARYA),2018-09-08 00:00:00+00:00,405.56909110331844
25544,ISS (ZARYA),2018-09-09 00:00:00+00:00,405.5625234782392
25544,ISS (ZARYA),2018-09-10 00:00:00+00:00,405.5513121293443
25544,ISS (ZARYA),2018-09-11 00:00:00+00:00,405.54486533365434
25544,ISS (ZARYA),2018-09-12 00:00:00+00:00,405.5353014022139
25544,ISS (ZARYA),2018-09-13 00:00:00+00:00,405.51834486165353
25544,ISS (ZARYA),2018-09-14 00:00:00+00:00,405.5029455274271
25544,ISS (ZARYA),2018-09-15 00:00:00+00:00,405.49049748083416
25544,ISS (ZARYA),2018-09-16 00:00:00+00:00,405.4755843479943
25544,ISS (ZARYA),2018-09-17 00:00:00+00:00,405.4657936472704
25544,ISS (ZARYA),2018-09-18 00:00:00+00:00,405.45920444407966
25544,ISS (ZARYA),2018-09-19 00:00:00+00:00,405.4519254886609
25544,ISS (ZARYA),2018-09-20 00:00:00+00:00,405.43549625082323
25544,ISS (ZARYA),2018-09-21 00:00:00+00:00,405.8044344569753
25544,ISS (ZARYA),2018-09-22 00:00:00+00:00,405.8790216292223
25544,ISS (ZARYA),2018-09-23 00:00:00+00:00,405.8622230356068
25544,ISS (ZARYA),2018-09-24 00:00:00+00:00,405.85416725738196
25544,ISS (ZARYA),2018-09-25 00:00:00+00:00,405.8380106528448
25544,ISS (ZARYA),2018-09-26 00:00:00+00:00,405.83730041085073
25544,ISS (ZARYA),2018-09-27 00:00:00+00:00,405.8218788909694
25544,ISS (ZARYA),2018-09-28 00:00:00+00:00,405.80547943158035
25544,ISS (ZARYA),2018-09-29 00:00:00+00:00,405.7881369803317
25544,ISS (ZARYA),2018-09-30 00:00:00+00:00,405.7774282612363
25544,ISS (ZARYA),2018-10-01 00:00:00+00:00,405.7644259129893
25544,ISS (ZARYA),2018-10-02 00:00:00+00:00,405.7539035746913
25544,ISS (ZARYA),2018-10-03 00:00:00+00:00,405.73559218367245
25544,ISS (ZARYA),2018-10-04 00:00:00+00:00,405.7123531077559
25544,ISS (ZARYA),2018-10-05 00:00:00+00:00,405.70503563431976
25544,ISS (ZARYA),2018-10-06 00:00:00+00:00,405.69470563082996
25544,ISS (ZARYA),2018-10-07 00:00:00+00:00,405.6804171672884
25544,ISS (ZARYA),2018-10-08 00:00:00+00:00,405.67753561622885
25544,ISS (ZARYA),2018-10-09 00:00:00+00:00,405.66851550799674
25544,ISS (ZARYA),2018-10-10 00:00:00+00:00,405.6477830527838
25544,ISS (ZARYA),2018-10-11 00:00:00+00:00,405.6186653247478
25544,ISS (ZARYA),2018-10-12 00:00:00+00:00,405.6072383609089
25544,ISS (ZARYA),2018-10-13 00:00:00+00:00,405.5946195713195
25544,ISS (ZARYA),2018-10-14 00:00:00+00:00,405.5757140446076
25544,ISS (ZARYA),2018-10-15 00:00:00+00:00,405.57102806818875
25544,ISS (ZARYA),2018-10-16 00:00:00+00:00,405.5644298778434
25544,ISS (ZARYA),2018-10-17 00:00:00+00:00,405.54809891639616
25544,ISS (ZARYA),2018-10-18 00:00:00+00:00,405.5360726857589
25544,ISS (ZARYA),2018-10-19 00:00:00+00:00,405.52993152852196
25544,ISS (ZARYA),2018-10-20 00:00:00+00:00,405.5153004956983
25544,ISS (ZARYA),2018-10-21 00:00:00+00:00,405.5084259457508
25544,ISS (ZARYA),2018-10-22 00:00:00+00:00,405.50441531458
